34
97	707.8
98	732.4
99	756.9
100	781.5
101	808.6
102	835.7
103	862.9
104	890
105	917.2
106	946.7
107	976.3
108	1005.9
109	1035.5
110	1065
111	1097.1
112	1129.2
113	1161.3
114	1193.4
115	1225.5
116	1260.2
117	1295
118	1329.7
119	1364.4
120	1399.1
121	1436.6
122	1474.2
123	1511.7
124	1549.2
125	1586.8
126	1627.3
127	1667.8
128	1708.4
129	1748.9
130	1789.4
120
1	2147.9	1604.7	1016.3	722.1
2	2311.8	1727.3	1140.3	846.8
3	2475.7	1849.8	1300.933333	1026.5
4	2639.6	1972.4	1514.266667	1285.2
5	2803.5	2095	1787.066667	1633.1
6	3003.9	2316	1911.266667	1708.9
7	3105.7	2393.9	2043.766667	1868.7
8	3140	2420.2	2112.733333	1959
9	3173	2445.5	2175.3	2040.2
10	3235.4	2493.2	2244.733333	2120.5
11	3269.6	2519.4	2306.933333	2200.7
12	3303.8	2545.6	2327.466667	2218.4
13	3338.1	2571.8	2351.133333	2240.8
14	3372.3	2598	2374.8	2263.2
15	3464.4	2668.6	2417.933333	2292.6
16	3556.6	2739.1	2454.9	2312.8
17	3648.7	2809.7	2495.633333	2338.6
18	3740.9	2880.2	2536	2363.9
19	3833	2950.8	2588.6	2407.5
20	3994	3021.3	2647.1	2460
21	6851	4515	3292.533333	2681.3
22	10251	7169.2	4802.6	3619.3
23	9508.4	6649.8	5676.733333	5190.2
24	8817.9	6138.2	5350.8	4957.1
25	8224	5722.9	5092.5	4777.3
26	8253.5	5743.5	4988.033333	4610.3
27	8268.1	5753.7	4904.966667	4480.6
28	8963.5	6240	5480.933333	5101.4
29	10111.4	7042.8	6063.933333	5574.5
30	11667.2	8130.9	6682.433333	5958.2
31	13332.93458	9324.6	7387.2	6418.5
32	14254.19767	9968.9	7843.033333	6780.1
33	15236.37307	10655.8	8299.266667	7121
34	16280.60468	11386.1	8833.366667	7557
35	17359.58206	12140.7	9286.233333	7859
36	18874.2398	13200	9730.666667	7996
37	15649.996	12113	9657.666667	8430
38	14451.2784	11185.2	9012.666667	7926.4
39	13170.3896	10193.8	8525.666667	7691.6
40	11926.452	9231	7851.866667	7162.3
41	10716.8816	8294.8	7233.6	6703
42	10027.858	7761.5	6785.3	6297.2
43	9305.7592	7202.6	6237.4	5754.8
44	8659.63	6702.5	5817.033333	5374.3
45	8039.8576	6222.8	5435.533333	5041.9
46	7058.5836	5463.3	4897.233333	4614.2
47	6584.1612	5096.1	4482.566667	4175.8
48	6159.9976	4767.8	4176.866667	3881.4
49	5636.6084	4362.7	3900.033333	3668.7
50	5240.998	4056.5	3688.033333	3503.8
51	5036.9912	3898.6	3518.466667	3328.4
52	4746.0328	3673.4	3281.666667	3085.8
53	4550.2948	3521.9	3163.166667	2983.8
54	4351.8436	3368.3	3065.033333	2913.4
55	4209.0776	3257.8	2981.933333	2844
56	4141.1184	3205.2	2926.466667	2787.1
57	4077.1644	3155.7	2865.833333	2720.9
58	3984.7864	3084.2	2800.933333	2659.3
59	3912.6928	3028.4	2732.666667	2584.8
60	3836.594	2969.5	2690.366667	2550.8
61	3780.7796	2926.3	2650.233333	2512.2
62	3746.8	2900	2615.733333	2473.6
63	3672.1224	2842.2	2573.2	2438.7
64	3613.5948	2796.9	2533.566667	2401.9
65	3548.3488	2746.4	2490.4	2362.4
66	3500.8032	2709.6	2454.2	2326.5
67	3442.2756	2664.3	2415.233333	2290.7
68	3382.456	2618	2375.266667	2253.9
69	3340.3368	2585.4	2341.133333	2219
70	3306.3572	2559.1	2306.033333	2179.5
71	3258.8116	2522.3	2270.433333	2144.5
72	3224.832	2496	2240.8	2113.2
73	3189.4312	2468.6	2209	2079.2
74	3152.7384	2440.2	2162.8	2024.1
75	3113.3324	2409.7	2119.566667	1974.5
76	3096.924	2397	2085.8	1930.2
77	3072.5052	2378.1	2040.566667	1871.8
78	2957.388	2289	1995.466667	1848.7
79	2934	2194	1948.8	1826.2
80	2862.9	2140.8	1923.6	1815
81	2851.3	2132.2	1913.266667	1803.8
82	2838.5	2122.6	1902.6	1792.6
83	2828.2	2114.9	1892.633333	1781.5
84	2816.7	2106.3	1882.3	1770.3
85	2805.1	2097.7	1871.966667	1759.1
86	2793.6	2089	1861.6	1747.9
87	2779.5	2078.5	1850.7	1736.8
88	2764.1	2067	1839.4	1725.6
89	2743.6	2051.6	1826.8	1714.4
90	2732	2043	1816.466667	1703.2
91	2717.9	2031.4	1805.133333	1692
92	2705.8	2021.9	1794.566667	1680.9
93	2691.7	2011.3	1783.566667	1669.7
94	2672.5	1997	1771.333333	1658.5
95	2653.2	1982.6	1759.066667	1647.3
96	2632.7	1967.2	1746.533333	1636.2
97	2612.2	1951.9	1733.966667	1625
98	2591.6	1936.5	1721.366667	1613.8
99	2571.1	1921.2	1708.8	1602.6
100	2550.6	1905.8	1696.266667	1591.5
101	2530.1	1890.5	1683.7	1580.3
102	2509.5	1875.1	1670.433333	1568.1
103	2489	1859.8	1658.533333	1557.9
104	2468.5	1844.4	1645.933333	1546.7
105	2448	1829.1	1633.433333	1535.6
106	2427.5	1813.7	1620.833333	1524.4
107	2406.9	1798.4	1608.266667	1513.2
108	2386.4	1783	1595.666667	1502
109	2365.9	1767.7	1583.166667	1490.9
110	2345.4	1752.3	1570.566667	1479.7
111	2324.8	1737	1558	1468.5
112	2304.3	1721.7	1545.433333	1457.3
113	2283.8	1706.3	1532.9	1446.2
114	2263.3	1691	1520.333333	1435
115	2242.7	1675.6	1507.733333	1423.8
116	2222.2	1660.3	1495.166667	1412.6
117	2201.7	1644.9	1488.566667	1410.4
118	2181.2	1629.6	1482	1408.2
119	2160.6	1614.2	1475.466667	1406.1
120	2140.1	1598.9	1468.9	1403.9
